Id,Bound
2000,1
2001,0
2002,1
2003,1
2004,0
2005,1
2006,1
2007,1
2008,1
2009,1
2010,1
2011,1
2012,0
2013,0
2014,1
2015,1
2016,0
2017,1
2018,1
2019,1
2020,0
2021,0
2022,1
2023,1
2024,0
2025,1
2026,0
2027,1
2028,0
2029,0
2030,1
2031,1
2032,0
2033,0
2034,1
2035,0
2036,1
2037,0
2038,0
2039,1
2040,0
2041,0
2042,1
2043,1
2044,1
2045,1
2046,0
2047,1
2048,1
2049,1
2050,0
2051,0
2052,1
2053,1
2054,0
2055,0
2056,0
2057,0
2058,1
2059,1
2060,0
2061,0
2062,1
2063,0
2064,0
2065,0
2066,1
2067,1
2068,1
2069,1
2070,1
2071,0
2072,0
2073,0
2074,1
2075,1
2076,0
2077,0
2078,0
2079,1
2080,0
2081,0
2082,0
2083,1
2084,0
2085,0
2086,0
2087,0
2088,1
2089,0
2090,0
2091,1
2092,0
2093,1
2094,0
2095,1
2096,1
2097,0
2098,1
2099,0
2100,0
2101,1
2102,1
2103,1
2104,0
2105,0
2106,1
2107,1
2108,0
2109,1
2110,0
2111,0
2112,0
2113,1
2114,1
2115,0
2116,0
2117,1
2118,1
2119,0
2120,1
2121,0
2122,1
2123,1
2124,1
2125,1
2126,1
2127,0
2128,0
2129,1
2130,0
2131,1
2132,1
2133,1
2134,1
2135,0
2136,1
2137,0
2138,1
2139,0
2140,1
2141,1
2142,0
2143,1
2144,1
2145,0
2146,1
2147,0
2148,0
2149,0
2150,0
2151,1
2152,1
2153,0
2154,1
2155,0
2156,0
2157,0
2158,0
2159,0
2160,1
2161,1
2162,0
2163,1
2164,0
2165,0
2166,1
2167,1
2168,1
2169,0
2170,1
2171,0
2172,1
2173,0
2174,0
2175,1
2176,1
2177,0
2178,0
2179,0
2180,0
2181,1
2182,1
2183,0
2184,1
2185,1
2186,0
2187,1
2188,1
2189,0
2190,0
2191,1
2192,1
2193,0
2194,0
2195,1
2196,1
2197,1
2198,1
2199,0
2200,1
2201,1
2202,1
2203,0
2204,0
2205,1
2206,1
2207,0
2208,0
2209,1
2210,1
2211,1
2212,0
2213,1
2214,1
2215,0
2216,1
2217,1
2218,1
2219,0
2220,1
2221,1
2222,0
2223,0
2224,0
2225,1
2226,1
2227,0
2228,0
2229,0
2230,0
2231,0
2232,1
2233,0
2234,0
2235,1
2236,0
2237,1
2238,1
2239,1
2240,0
2241,0
2242,1
2243,1
2244,0
2245,1
2246,0
2247,0
2248,0
2249,0
2250,1
2251,0
2252,0
2253,0
2254,0
2255,1
2256,1
2257,1
2258,1
2259,0
2260,1
2261,0
2262,1
2263,0
2264,0
2265,0
2266,1
2267,1
2268,1
2269,1
2270,0
2271,1
2272,0
2273,0
2274,1
2275,0
2276,0
2277,1
2278,1
2279,0
2280,0
2281,1
2282,1
2283,1
2284,0
2285,0
2286,1
2287,0
2288,1
2289,0
2290,0
2291,0
2292,1
2293,0
2294,0
2295,1
2296,1
2297,0
2298,1
2299,1
2300,1
2301,0
2302,1
2303,1
2304,0
2305,1
2306,1
2307,1
2308,0
2309,0
2310,0
2311,0
2312,0
2313,0
2314,1
2315,0
2316,1
2317,0
2318,0
2319,1
2320,0
2321,0
2322,1
2323,1
2324,1
2325,0
2326,0
2327,0
2328,1
2329,1
2330,0
2331,1
2332,0
2333,0
2334,1
2335,0
2336,1
2337,1
2338,0
2339,1
2340,1
2341,1
2342,0
2343,0
2344,0
2345,0
2346,0
2347,0
2348,0
2349,1
2350,0
2351,0
2352,0
2353,0
2354,1
2355,0
2356,1
2357,1
2358,1
2359,0
2360,0
2361,1
2362,0
2363,1
2364,1
2365,1
2366,1
2367,1
2368,0
2369,0
2370,0
2371,1
2372,0
2373,0
2374,1
2375,0
2376,1
2377,1
2378,1
2379,0
2380,0
2381,1
2382,0
2383,0
2384,0
2385,0
2386,0
2387,1
2388,0
2389,0
2390,0
2391,1
2392,1
2393,1
2394,1
2395,1
2396,0
2397,0
2398,0
2399,0
2400,0
2401,1
2402,0
2403,0
2404,1
2405,1
2406,0
2407,0
2408,1
2409,0
2410,1
2411,0
2412,1
2413,0
2414,1
2415,0
2416,0
2417,1
2418,0
2419,0
2420,1
2421,1
2422,1
2423,1
2424,1
2425,1
2426,1
2427,0
2428,0
2429,0
2430,0
2431,1
2432,1
2433,0
2434,0
2435,1
2436,1
2437,0
2438,1
2439,1
2440,1
2441,1
2442,1
2443,1
2444,1
2445,0
2446,1
2447,0
2448,1
2449,1
2450,1
2451,0
2452,1
2453,0
2454,0
2455,0
2456,1
2457,0
2458,1
2459,1
2460,1
2461,0
2462,1
2463,1
2464,1
2465,0
2466,1
2467,0
2468,0
2469,0
2470,1
2471,0
2472,1
2473,1
2474,1
2475,0
2476,0
2477,1
2478,1
2479,0
2480,1
2481,1
2482,0
2483,0
2484,0
2485,0
2486,1
2487,1
2488,0
2489,0
2490,0
2491,0
2492,1
2493,1
2494,0
2495,0
2496,0
2497,1
2498,1
2499,0
2500,1
2501,0
2502,1
2503,1
2504,1
2505,0
2506,1
2507,1
2508,0
2509,1
2510,1
2511,0
2512,1
2513,1
2514,1
2515,1
2516,0
2517,1
2518,0
2519,1
2520,0
2521,1
2522,0
2523,1
2524,0
2525,1
2526,1
2527,0
2528,1
2529,0
2530,1
2531,0
2532,1
2533,0
2534,0
2535,0
2536,0
2537,0
2538,0
2539,1
2540,1
2541,1
2542,0
2543,0
2544,1
2545,1
2546,0
2547,1
2548,1
2549,0
2550,0
2551,0
2552,0
2553,0
2554,1
2555,0
2556,1
2557,0
2558,0
2559,0
2560,0
2561,1
2562,0
2563,0
2564,1
2565,0
2566,0
2567,1
2568,1
2569,1
2570,1
2571,1
2572,0
2573,0
2574,0
2575,0
2576,1
2577,1
2578,1
2579,0
2580,0
2581,0
2582,1
2583,1
2584,1
2585,0
2586,0
2587,0
2588,0
2589,1
2590,1
2591,0
2592,0
2593,0
2594,0
2595,0
2596,0
2597,1
2598,0
2599,0
2600,1
2601,1
2602,1
2603,1
2604,1
2605,0
2606,0
2607,0
2608,1
2609,0
2610,1
2611,1
2612,1
2613,0
2614,1
2615,0
2616,0
2617,1
2618,0
2619,0
2620,1
2621,1
2622,1
2623,1
2624,1
2625,0
2626,0
2627,1
2628,0
2629,1
2630,0
2631,1
2632,0
2633,0
2634,1
2635,0
2636,1
2637,0
2638,0
2639,0
2640,0
2641,0
2642,1
2643,1
2644,0
2645,1
2646,1
2647,1
2648,0
2649,0
2650,1
2651,1
2652,0
2653,1
2654,1
2655,1
2656,0
2657,1
2658,0
2659,0
2660,0
2661,1
2662,0
2663,1
2664,0
2665,0
2666,0
